# Asendra sky points, format 1
# ra_hours|dec_degrees|distance_light_years|color|brightness[|id|name]
# Gaia Catalogue of Nearby Stars, sector (2, 2, 1), generated 2026-09-08.
# 153 points.
1.777832|40.655872|308.3809|#FFF0DD|0.606|gaia-347360981920363008|BD+39 399
1.76665|42.411606|309.4246|#FFB982|0.12|gaia-347793845903762944|Gaia DR3 347793845903762944
1.778292|43.412582|309.8486|#FFC38F|0.224|gaia-349396212302751872|Gaia DR3 349396212302751872
1.79574|43.004816|310.4683|#FFD6AA|0.437|gaia-349331066239373312|Gaia DR3 349331066239373312
1.877192|39.950335|314.1864|#FFBE88|0.145|gaia-344095398024650880|Gaia DR3 344095398024650880
1.876966|39.947866|314.48|#FFC38E|0.254|gaia-344095294945436032|Gaia DR3 344095294945436032
2.058356|40.033877|314.7083|#FFB179|0.12|gaia-344662574226757632|Gaia DR3 344662574226757632
2.071396|41.809962|316.7631|#FFC38F|0.335|gaia-345462915612938880|Gaia DR3 345462915612938880
1.688706|39.200117|317.0566|#FFE1BC|0.517|gaia-346805346292999296|TYC 2815-195-1
1.991292|41.228426|317.1545|#FEF4EB|0.706|gaia-345719514139108224|HD 12074
1.994846|41.152384|317.3502|#FFBC85|0.18|gaia-345713909206279680|LP 196-19
1.918256|41.907586|317.872|#FFCC9A|0.347|gaia-346039540741905920|LP 196-4
1.796735|42.61328|318.6548|#FFC590|0.302|gaia-347811438089742720|Gaia DR3 347811438089742720
2.323302|38.965203|318.6548|#FFCA97|0.363|gaia-331927824395291776|Gaia DR3 331927824395291776
1.771278|39.931348|318.9157|#FFB37B|0.12|gaia-343952289713939328|Gaia DR3 343952289713939328
1.796044|42.611978|319.2419|#FFE2BF|0.521|gaia-347811506807290880|TYC 2823-2402-1
1.660108|39.531055|319.3723|#FFB881|0.12|gaia-346875307016656000|Gaia DR3 346875307016656000
1.64063|39.965608|319.8616|#FFB881|0.144|gaia-347086791206409344|Gaia DR3 347086791206409344
1.944536|42.254449|320.0899|#FFB57D|0.12|gaia-346097295166207872|LSPM J0156+4215N
1.944505|42.251919|320.1225|#FFD4A6|0.431|gaia-346097299462667008|LSPM J0156+4215S
2.226493|40.1144|320.2856|#FFB982|0.12|gaia-333027198584343168|Gaia DR3 333027198584343168
1.9598|42.076253|321.0357|#FFF0DD|0.703|gaia-346081253464896128|BD+41 379
2.230659|41.744155|321.6228|#FFD1A2|0.429|gaia-345277712325714304|G 133-75
1.577607|38.849092|321.7533|#FFB47C|0.12|gaia-322915814775050240|2MASS J01343939+3850574
2.001718|43.076545|322.0142|#FFBC86|0.162|gaia-346511574827707392|Gaia DR3 346511574827707392
2.092403|41.689677|322.0468|#FFBC86|0.19|gaia-345444464432912384|Gaia DR3 345444464432912384
2.331151|39.8184|322.3077|#FFC08B|0.272|gaia-332125014933394688|Gaia DR3 332125014933394688
1.631542|38.603416|322.4708|#FFC38E|0.29|gaia-322791192005173504|Gaia DR3 322791192005173504
1.703448|42.707999|322.6013|#FFBB85|0.142|gaia-348517358914657536|Gaia DR3 348517358914657536
1.992948|41.264712|322.9274|#FFB27A|0.12|gaia-345719647281091584|Gaia DR3 345719647281091584
1.950107|41.737313|323.4493|#FFB47C|0.12|gaia-345981193609055744|Gaia DR3 345981193609055744
1.987243|41.24128|324.1342|#FFC691|0.208|gaia-345718930023554816|Gaia DR3 345718930023554816
1.899394|41.322484|324.1668|#FFD3A5|0.44|gaia-344453731439698560|Gaia DR3 344453731439698560
2.070292|40.770201|324.3299|#FFBE89|0.194|gaia-344976347357590912|Gaia DR3 344976347357590912
2.044501|43.737083|325.1779|#FFB780|0.12|gaia-346647467592919168|Gaia DR3 346647467592919168
1.737285|40.377726|325.6019|#FFBA84|0.155|gaia-347026764743614720|Gaia DR3 347026764743614720
1.694462|44.172958|325.7324|#FFB078|0.12|gaia-350245585032738304|Gaia DR3 350245585032738304
2.046241|42.020081|326.1564|#FFC692|0.321|gaia-345856506416258944|LSPM J0202+4201
1.800585|43.409054|326.3195|#FFBB85|0.141|gaia-349368380914669440|Gaia DR3 349368380914669440
2.099976|42.184044|326.5478|#FFB780|0.12|gaia-345495724866658560|Gaia DR3 345495724866658560
2.261086|42.395218|326.7108|#FFDBB1|0.48|gaia-351321177987670016|Gaia DR3 351321177987670016
2.278328|40.622466|326.7108|#FFB27A|0.12|gaia-332972974620901760|Gaia DR3 332972974620901760
1.950373|39.322102|327.0696|#FFC692|0.33|gaia-343333436467793408|Gaia DR3 343333436467793408
2.263441|42.389004|327.2653|#FFBC85|0.12|gaia-351321044845587712|Gaia DR3 351321044845587712
2.489689|37.971305|327.5915|#D8D4C8|0.299|gaia-334486594109181312|Gaia DR3 334486594109181312
1.672807|43.251493|328.0481|#FFBC86|0.12|gaia-348684033708297856|Gaia DR3 348684033708297856
2.194336|39.303085|328.2112|#FFB983|0.141|gaia-332419168654076800|Gaia DR3 332419168654076800
2.017648|37.810225|328.6026|#FFB67F|0.12|gaia-330872254576665472|Gaia DR3 330872254576665472
2.277443|38.792764|328.7656|#FFBF8A|0.17|gaia-331956549136319104|Gaia DR3 331956549136319104
1.778772|43.5751|329.0918|#F9F2F5|0.12|gaia-349420775218732544|Gaia DR3 349420775218732544
2.108194|40.769701|329.8746|#FFB982|0.12|gaia-344800013179992960|Gaia DR3 344800013179992960
2.216172|38.69605|330.1681|#FFB982|0.12|gaia-332337667354873216|Gaia DR3 332337667354873216
2.243035|37.694173|330.5269|#FAF3F2|0.12|gaia-331467949360643200|Gaia DR3 331467949360643200
2.035618|41.615942|331.3096|#D8D4C8|0.12|gaia-345832454596934016|Gaia DR3 345832454596934016
1.880924|43.058509|331.5706|#FFEFDB|0.12|gaia-349194241463303808|Gaia DR3 349194241463303808
2.099028|41.357182|331.6032|#FFB47C|0.12|gaia-345389179614100864|Gaia DR3 345389179614100864
2.577086|37.754317|332.5164|#FFECD3|0.564|gaia-333686458884234240|TYC 2832-233-1
2.026746|44.267757|332.8426|#FFB37B|0.12|gaia-346696288484168576|Gaia DR3 346696288484168576
1.672832|43.251018|333.0383|#D8D4C8|0.12|gaia-348684038005363328|Gaia DR3 348684038005363328
1.926308|39.463593|333.1361|#FFB882|0.12|gaia-343352437403091968|Gaia DR3 343352437403091968
1.562447|40.373126|334.6038|#FAF3F2|0.12|gaia-323903275001687936|Gaia DR3 323903275001687936
1.950861|40.412894|334.8648|#FFB37B|0.12|gaia-344167450397671680|Gaia DR3 344167450397671680
2.207806|41.489924|335.0931|#FFB780|0.12|gaia-345244387676243072|Gaia DR3 345244387676243072
1.956283|41.548585|336.1694|#FFB57D|0.12|gaia-345782976572862208|Gaia DR3 345782976572862208
2.316832|37.841647|336.2672|#FFBB85|0.181|gaia-331656004505147904|Gaia DR3 331656004505147904
2.205276|36.580175|337.7023|#D8D4C8|0.12|gaia-331299419140824448|Gaia DR3 331299419140824448
1.910187|42.44607|337.7349|#FFB179|0.12|gaia-346071426578993792|Gaia DR3 346071426578993792
2.311065|41.530089|337.8654|#FFB179|0.12|gaia-339193770891569664|Gaia DR3 339193770891569664
2.128125|45.307729|339.1048|#FFB47D|0.12|gaia-352672134180872576|Gaia DR3 352672134180872576
1.877132|42.728359|340.2137|#FFAD74|0.12|gaia-349091883803074304|Gaia DR3 349091883803074304
2.022197|39.396191|340.2789|#FFB47D|0.12|gaia-344617940926591360|Gaia DR3 344617940926591360
2.310061|40.278738|341.4531|#F8F2F8|0.843|gaia-332903778403980544|Gaia DR3 332903778403980544
2.471633|41.792975|341.6162|#FFB47C|0.12|gaia-338698651358609664|Gaia DR3 338698651358609664
1.896428|44.894786|342.986|#FBF3F1|0.12|gaia-349731902649070976|Gaia DR3 349731902649070976
1.775224|47.195209|344.1276|#FFAF76|0.12|gaia-351179203548761984|Gaia DR3 351179203548761984
2.437762|42.710849|344.2907|#FFEBD1|0.522|gaia-339519505508260352|Gaia DR3 339519505508260352
1.569614|40.334173|344.3885|#FFAD74|0.12|gaia-323899808963423232|Gaia DR3 323899808963423232
1.539217|35.390384|345.6605|#FFE8CB|0.12|gaia-318935926279709824|Gaia DR3 318935926279709824
1.743101|46.448075|346.5085|#FFAC72|0.12|gaia-351038779593630080|Gaia DR3 351038779593630080
1.951036|39.555351|346.5412|#FFF3E6|0.12|gaia-343357694443043968|Gaia DR3 343357694443043968
1.624648|40.841334|346.6716|#FFF2E2|0.12|gaia-347941485401986816|Gaia DR3 347941485401986816
1.99339|36.805825|346.7368|#FFB179|0.12|gaia-330756565337300864|Gaia DR3 330756565337300864
1.674323|45.027757|348.5307|#FFE2BE|0.12|gaia-350498021736642432|Gaia DR3 350498021736642432
2.203396|44.468019|348.7264|#FFB57E|0.12|gaia-351815030508751488|Gaia DR3 351815030508751488
2.08317|39.088078|349.0852|#FFB27B|0.12|gaia-344537363043039872|Gaia DR3 344537363043039872
1.984809|35.458984|349.2482|#FFB27A|0.12|gaia-330104559236109184|Gaia DR3 330104559236109184
2.489422|38.364096|349.6723|#FFB37B|0.12|gaia-334689076048301440|Gaia DR3 334689076048301440
1.668493|47.228872|349.9006|#FFE5C5|0.12|gaia-399170961957300480|Gaia DR3 399170961957300480
2.030627|35.029244|350.3246|#FFECD4|0.619|gaia-329280200394534400|Gaia DR3 329280200394534400
2.929181|34.831308|350.5203|#FFC28D|0.12|gaia-140216732163297664|Gaia DR3 140216732163297664
2.50532|37.191665|350.5529|#FFB178|0.12|gaia-328396532348000768|Gaia DR3 328396532348000768
2.510452|40.311546|350.5855|#FFD9AE|0.12|gaia-337972935028400512|Gaia DR3 337972935028400512
1.840049|49.423932|350.8138|#FFB37B|0.12|gaia-357782805964433536|Gaia DR3 357782805964433536
1.426333|37.110874|350.9443|#FFDFB8|0.12|gaia-322367433351053312|Gaia DR3 322367433351053312
1.771003|43.357887|352.0532|#FFC490|0.12|gaia-349394356875398912|Gaia DR3 349394356875398912
2.070592|44.737566|352.9664|#FFB47D|0.12|gaia-352704604133627776|Gaia DR3 352704604133627776
1.63835|41.253011|353.2274|#FFC08B|0.276|gaia-348050753668210560|Gaia DR3 348050753668210560
1.653693|37.677143|354.2711|#FFC08A|0.12|gaia-319596831553338624|Gaia DR3 319596831553338624
1.837951|49.364236|355.5105|#FFC28C|0.12|gaia-357776311971193472|Gaia DR3 357776311971193472
1.86832|40.061203|356.0323|#FFBA84|0.12|gaia-344100483265791488|Gaia DR3 344100483265791488
1.967459|40.879171|357.1086|#FFBE88|0.12|gaia-345684639002000896|Gaia DR3 345684639002000896
2.158675|42.695737|357.1738|#FFBA83|0.12|gaia-345567674159131392|Gaia DR3 345567674159131392
2.427232|45.128073|358.0219|#FFC38F|0.12|gaia-341526900207970816|Gaia DR3 341526900207970816
1.933291|47.6491|358.2502|#FFB982|0.12|gaia-356330454179271168|Gaia DR3 356330454179271168
2.231788|47.448403|358.4132|#FFE8CA|0.12|gaia-354756434565642624|Gaia DR3 354756434565642624
1.82919|49.860569|358.5111|#FFB47C|0.12|gaia-357862310102169216|Gaia DR3 357862310102169216
2.286975|36.339174|358.7068|#FFAE75|0.12|gaia-331059485085570944|Gaia DR3 331059485085570944
2.222368|37.105538|358.7394|#FFB983|0.12|gaia-331351160610236160|Gaia DR3 331351160610236160
1.957093|39.938741|358.8699|#F8F2F7|0.12|gaia-343390125738558464|Gaia DR3 343390125738558464
2.067651|43.29676|359.8483|#FFDCB2|0.12|gaia-346435326271890816|Gaia DR3 346435326271890816
2.073553|42.141287|359.9462|#FFB57E|0.12|gaia-346225289487837056|Gaia DR3 346225289487837056
2.214858|42.532937|359.9462|#FFBD87|0.12|gaia-351359459031686400|Gaia DR3 351359459031686400
2.566728|42.933304|360.4354|#FFEED8|0.12|gaia-340311394398883584|Gaia DR3 340311394398883584
2.004416|37.060572|360.7616|#FFB881|0.12|gaia-330812777869544192|Gaia DR3 330812777869544192
1.419645|37.946602|360.9246|#FFC18C|0.12|gaia-323189829396329728|Gaia DR3 323189829396329728
2.614208|41.581023|361.4791|#EFEEFF|0.12|gaia-335509273068687744|Gaia DR3 335509273068687744
2.899628|38.458312|361.7074|#D8D4C8|0.12|gaia-143126112944305536|Gaia DR3 143126112944305536
1.875632|44.843419|362.7837|#FFB47C|0.12|gaia-349915521092267904|Gaia DR3 349915521092267904
1.545799|44.287394|365.2951|#FFC18B|0.12|gaia-396941770851563136|Gaia DR3 396941770851563136
1.811232|35.294886|366.0127|#FFBA84|0.12|gaia-318229902375897984|Gaia DR3 318229902375897984
1.358555|36.235042|366.4693|#FFC08A|0.12|gaia-320737059470216576|Gaia DR3 320737059470216576
1.801362|41.689337|367.2521|#FFB37B|0.12|gaia-347558992795547776|Gaia DR3 347558992795547776
1.56669|46.980665|368.3284|#FFE9CC|0.212|gaia-398838329625523584|Gaia DR3 398838329625523584
2.518056|32.906672|369.633|#FFECD4|0.12|gaia-134315687614338432|Gaia DR3 134315687614338432
1.595073|37.338742|369.7309|#FFBC86|0.12|gaia-322573896723771136|Gaia DR3 322573896723771136
2.137136|43.614383|369.7961|#FFC18C|0.12|gaia-352415466936807424|Gaia DR3 352415466936807424
2.074326|50.250883|370.3506|#FFD3A4|0.12|gaia-358532054416920832|Gaia DR3 358532054416920832
2.783118|40.564178|371.166|#FFBD87|0.12|gaia-335916298528437760|Gaia DR3 335916298528437760
1.828656|41.99391|372.2097|#FFE5C4|0.12|gaia-347589847839578496|Gaia DR3 347589847839578496
